2025 Annual Registration (RSO),,,,,
,,,,,
SubmissionId,DateCreated,Status,Comment,OrganizationType,"How many members are in your student organization? Please use a numerical value (For example,do not use ""n/a"",use ""0"" instead)."
74122545,2/24/2025 12:24,Approved,,Registered Student Organizations,41
72728340,1/29/2025 3:18,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 45 members, but the “Roster” section of your application has 26 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,45
72169271,1/15/2025 12:04,Approved,,Registered Student Organizations,117
72084320,1/13/2025 11:41,Approved,,Registered Student Organizations,20
72415753,1/22/2025 17:18,Approved,,Registered Student Organizations,22
74113174,2/24/2025 10:08,Pending,,Registered Student Organizations,20
71985649,1/10/2025 8:33,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING/ELECTIONS/CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,25
73459470,2/12/2025 12:14,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 70 members, but the “Roster” section of your application has 46 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   Your application has been denied because your organization’s constitution is missing the following section: CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  Your application has been denied because there is a trademark violation in your application. The use of ""UT Austin"" before the organization name on the Facebook page. The university's name and any abbreviation of it is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,70
74369737,2/28/2025 16:12,Denied,"Your application has been denied because your organization’s constitution is missing the following clause in the CONSTITUTION AMENDMENTS section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must besubmitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance revising this section. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,46
74233520,2/26/2025 1:42,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): PROHIBITION OF HAZING and an issue with CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,12
74254452,2/26/2025 10:58,Approved,,Registered Student Organizations,12
72425163,1/22/2025 21:29,Approved,,Registered Student Organizations,40-60
74138265,2/24/2025 17:11,Pending,,Registered Student Organizations,15
74321807,2/27/2025 15:43,Approved,,Registered Student Organizations,14
74313299,2/27/2025 13:07,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 30 members, but the “Roster” section of your application has 7 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. Your organization’s roster includes fewer than ten members. The University requires that student organizations have a minimum of ten members and that the full organization roster be posted on HornsLink. Please update your roster to include all of the members of your organization.   ",Registered Student Organizations,30
72290004,1/19/2025 16:56,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 35 members, but the “Roster” section of your application has 17 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,35
73582788,2/13/2025 21:18,Approved,,Registered Student Organizations,36
72242909,1/17/2025 17:36,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,20
72510122,1/24/2025 13:09,Approved,,Registered Student Organizations,20
71960667,1/9/2025 12:02,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): Statement of Compliance and Hazing. All student organizations are required to have a constitution. You can refer to our Constitution Guidelines (https://bit.ly/40Cbnnz) if you need assistance drafting these sections. Please upload a copy of your organization’s constitution to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. In addition, your profile photo on Hornslink contains the copyrighted material of the University of Texas at Austin (the Longhorn silhouette) without the pre-requisite SSO status and approval by the Office of the Dean of Students.",Registered Student Organizations,20
74359348,2/28/2025 12:39,Denied,"Your application has been denied because your organization’s constitution is missing the following clause in the CONSTITUTION AMENDMENTS section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must besubmitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance revising this section.  Your application has also been denied because there is a trademark violation in your application. Your website, Facebook, and LinkedIn URLs have ""ut"" preceding the organizations name, and your profile picture contains the longhorn silhouette. ""UT"" and the longhorn silhouette are trademarks of the university and cannot be used by student organizations. Alternatively, ""ut"" can be used in your URLs as long as it follows your organization's name. Please upload a revised copy of your constitution to your application, remove any trademarks, and re-submit your application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,35
71920563,1/7/2025 15:44,Approved,,Registered Student Organizations,25
74356822,2/28/2025 11:38,Denied,"Your application has been denied because your organization’s constitution is missing the following sections: STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, ELECTIONS, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,33
74119677,2/24/2025 11:54,Approved,,Registered Student Organizations,70
72244859,1/17/2025 19:17,Pending,,Registered Student Organizations,18
72370351,1/21/2025 19:22,Denied,"Your application has been denied because your organization’s constitution is missing the following section: CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,15
71958339,1/9/2025 10:24,Approved,,Registered Student Organizations,26
72319774,1/20/2025 16:12,Pending,,Registered Student Organizations,10
74370903,2/28/2025 16:53,Denied,"Your application has been denied because in the “Membership"" section of your application, you stated that your organization has 40 members, but the “Roster” section of your application has 84 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,40
73330541,2/9/2025 20:08,Approved,,Registered Student Organizations,120
71843919,1/3/2025 12:46,Approved,,Registered Student Organizations,74
73518153,2/12/2025 19:11,Approved,,Registered Student Organizations,11
73370326,2/10/2025 13:09,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 30 members, but the “Roster” section of your application has 10 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,30
72219417,1/17/2025 1:16,Approved,,Registered Student Organizations,18
74329489,2/27/2025 19:23,Pending,,Registered Student Organizations,20
73361300,2/10/2025 14:49,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section in Amendments: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Please upload the revised copy to your application and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,80
74118830,2/24/2025 11:27,Approved,,Registered Student Organizations,80
72606855,1/26/2025 19:17,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 250 members, but the “Roster” section of your application has 76 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,250
74329796,2/27/2025 19:23,Pending,,Registered Student Organizations,76
72123220,1/14/2025 10:31,Pending,,Registered Student Organizations,56
73867394,2/19/2025 11:07,Approved,,Registered Student Organizations,17
72743685,1/29/2025 11:39,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 20 members, but the “Roster” section of your application has 9 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. Your organization’s roster includes fewer than ten members. The University requires that student organizations have a minimum of ten members and that the full organization roster be posted on HornsLink. Please update your roster to include all of the members of your organization.",Registered Student Organizations,20
73143843,2/6/2025 9:08,Approved,,Registered Student Organizations,28
72768705,1/29/2025 18:46,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): Compliance, Amendment, Hazing. All student organizations are required to have a constitution. You can refer to our Constitution Guidelines (https://bit.ly/40Cbnnz) if you need assistance drafting these sections. Please upload a copy of your organization’s constitution to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,28
71825131,1/2/2025 10:39,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): Compliance, Amendment, Hazing. All student organizations are required to have a constitution. You can refer to our Constitution Guidelines (https://bit.ly/40Cbnnz) if you need assistance drafting these sections. Please upload a copy of your organization’s constitution to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,28
74113133,2/24/2025 10:14,Approved,,Registered Student Organizations,21
74233486,2/26/2025 1:23,Approved,,Registered Student Organizations,40
74119493,2/24/2025 11:39,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,40
71825714,1/2/2025 11:08,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): Amendment. All student organizations are required to have a constitution. You can refer to our Constitution Guidelines (https://bit.ly/40Cbnnz) if you need assistance drafting these sections. Please upload a copy of your organization’s constitution to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,40
74114597,2/24/2025 10:22,Approved,,Registered Student Organizations,12
73227498,2/7/2025 20:06,Approved,,Registered Student Organizations,200
73942777,2/20/2025 14:56,Approved,,Registered Student Organizations,89
74353407,2/28/2025 10:25,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" In addition, your application is missing the following statements regarding a prohibition of hazing and that your organization agrees to be compliant with university policies: ""This organization is a recognized student organization at The University of Texas at Austin and shall comply with all campus policies as set forth in the Institutional Rules on Student Services and Activities and Information on Students' Rights and Responsibilities.""Prohibition of Hazing Policy (in Prohibition of Hazing section): ""State law and Sec. 6-404 of the Institutional Rules on Student Services and Activities and Information on Students' Rights and Responsibilities define hazing as anyintentional, knowing or reckless act, occurring on or off the campus of an educational institution, by one person alone or acting with others, directed against a student, that endangers the mental or physical health or safety of astudent for the purpose of pledging, being initiated into, affiliating with, holding office in or maintaining membership in any organization whose members are or include students at an educational institution.""Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,77
74146300,2/24/2025 20:28,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 63 members, but the “Roster” section of your application has 37 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,63
73781055,2/17/2025 19:12,Approved,,Registered Student Organizations,52
74317235,2/27/2025 14:34,Approved,,Registered Student Organizations,93
73830900,2/18/2025 17:25,Pending,,Registered Student Organizations,18
73847550,2/18/2025 23:23,Denied,"Your application has been denied because your organization’s constitution is missing the following clause in the CONSTITUTION AMENDMENTS section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance revising this seciton. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,24
73771572,2/17/2025 17:18,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, ELECTIONS, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,24
73941273,2/20/2025 14:20,Approved,,Registered Student Organizations,24
73398438,2/10/2025 20:14,Approved,,Registered Student Organizations,20
72477201,1/23/2025 18:29,Approved,,Registered Student Organizations,15
72106774,1/13/2025 23:27,Approved,,Registered Student Organizations,250
73041347,2/4/2025 13:38,Approved,,Registered Student Organizations,36
72179743,2/3/2025 16:26,Denied,"Your application has been denied because there is a trademark violation in your application. Your constitution includes the seal of the University of Texas, which is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application after making the additional edits listed below. In addition, the member counted listed in your application (58) and the number of members on your roster (36) are not in congruence. Please add all active members to your roster, and then reapply. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,58
74262079,2/26/2025 13:30,Approved,,Registered Student Organizations,25
74324423,2/27/2025 16:48,Denied,"Your application has been denied because there is a trademark violation in your application. On your website, your domain name has ""UT"" BEFORE the organization's name and the UT Tower in the background of your website. The phrase ""UT"" or ""UT Austin"" or ""The University of Texas at Austin"" BEFORE a student organization is considered a trademark violation and cannot be referenced by student organizations. Changing your organization's domain name to something like geoinstituteatut.com would be suitable. In addition, removing the image of the UT tower would be required as well to be trademark-compliant. Please remove the trademarks, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,25
74285594,2/26/2025 21:43,Denied,"Your application has been denied because there is a trademark violation in your application. On your website you have ""UT"" in your name and in your Hornslink profile photo you have the Hook 'em hand sign. ""UT"" and the Hook'em hand sign are trademarks of the university and cannot be used by student organizations. Please remove the trademarks, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,25
72698678,1/28/2025 14:22,Denied,"Your application has been denied because there is a trademark violation in your application. On your website you have ""UT"" in your name, in your profile photo you have the Hook 'em hand sign, and you have the longhorn silhouette on your twitter/instagram. The abbreviation of the name of The University of Texas at Austin, the Hook 'em hand sign, and the Longhorn silhouette are trademarks of the university and cannot be used by student organizations. Please remove the trademarks, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING/ELECTIONS/CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,25
73213265,2/7/2025 14:22,Approved,,Registered Student Organizations,29
74325991,2/28/2025 22:08,Approved,,Registered Student Organizations,19
72407304,1/22/2025 14:17,Denied,"Your application has been denied because of the presence of trademark violations on your organization's social media platforms. On your organization's Instagram page, the UT tower and the phrase ""UT Austin"" are present - the UT Tower can only be used by certain organizations upon receiving permission from UT's Trademark and Licensing Office, and the phrase ""UT Austin"" must appear AFTER an organization's name, not before in order to prevent being flagged. Similar to your organization's name, ""Girl Up at UT Austin"" would be acceptable, but ""UT Austin Girl Up"" is not. Please let us know should you have any questions! Once all of the above issue has been addressed, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,60
74356946,2/28/2025 11:31,Approved,,Registered Student Organizations,71
72363821,1/21/2025 17:09,Approved,,Registered Student Organizations,16
71836261,1/2/2025 23:14,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 20 members, but the “Roster” section of your application has 6 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,20
72019972,1/11/2025 13:41,Approved,,Registered Student Organizations,36
72201856,1/16/2025 13:19,Approved,,Registered Student Organizations,45
71944915,1/8/2025 19:29,Approved,,Registered Student Organizations,17
73037189,2/4/2025 12:39,Approved,,Registered Student Organizations,135
72471350,1/23/2025 15:57,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 70 members, but the “Roster” section of your application has 205 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   Your application has been denied because there is a trademark violation in your application. This trademark violation was foudn on your external website using the university's ""seal"" next to your organization's logo. The ""seal"" is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,70
72401517,1/22/2025 12:23,Denied,"Your application has been denied because there is a trademark violation in your application. ""utaustin"" in front of social media handles is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,24
72645228,1/27/2025 14:44,Approved,,Registered Student Organizations,24
71826275,1/2/2025 12:19,Approved,,Registered Student Organizations,250
72317746,1/20/2025 16:06,Approved,,Registered Student Organizations,19
73053501,2/4/2025 17:14,Approved,,Registered Student Organizations,17
73031956,2/4/2025 10:57,Approved,,Registered Student Organizations,11
74360718,2/28/2025 12:48,Approved,,Registered Student Organizations,20
74337599,2/27/2025 23:33,Denied,"Your application has been denied because there is a trademark violation in your application. ""The University of Texas at Austin"" and ""utexas"" is a trademark of the university and cannot be used by student organizations, this cannot be used in your website and profile photo. Please remove the trademark and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,20
74072769,2/23/2025 11:42,Approved,,Registered Student Organizations,14
74133624,2/24/2025 15:36,Pending,,Registered Student Organizations,30
72348703,1/21/2025 11:55,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,13
74322469,2/27/2025 15:58,Pending,,Registered Student Organizations,14
74189116,2/25/2025 11:47,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 30 members, but the “Roster” section of your application has 12 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,30
74255423,2/26/2025 11:17,Denied,"Your application has been denied because there is a trademark violation in your application. Your profile photo has ""Texas"" before the organization name which is not allowed. Using Texas before the organization name without saying ""at Texas"" is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,11
74187096,2/25/2025 11:28,Denied,"Your application has been denied because there is a trademark violation in your application. Your profile picture includes the UT seal. The UT Seal is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,11
74256300,2/26/2025 11:29,Approved,,Registered Student Organizations,11
71938575,1/8/2025 14:18,Approved,,Registered Student Organizations,33
74317284,2/27/2025 14:25,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 0 members, but the “Roster” section of your application has 23 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,0
74447615,3/2/2025 19:54,Pending,,Registered Student Organizations,21
72740831,1/29/2025 10:27,Approved,,Registered Student Organizations,50
71918709,1/7/2025 14:00,Approved,,Registered Student Organizations,25
74204412,2/25/2025 14:49,Approved,,Registered Student Organizations,71
74077737,2/23/2025 14:43,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,71
72394341,1/22/2025 10:27,Approved,,Registered Student Organizations,27
73254804,2/8/2025 11:24,Approved,,Registered Student Organizations,80
74285429,2/26/2025 21:41,Approved,,Registered Student Organizations,12
74146545,2/24/2025 19:39,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 40 members, but the “Roster” section of your application has 12 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,40
71826777,1/2/2025 12:36,Approved,,Registered Student Organizations,191
74314495,2/27/2025 13:23,Approved,,Registered Student Organizations,45
72237852,1/17/2025 14:55,Approved,,Registered Student Organizations,36
74314512,2/27/2025 14:20,Approved,,Registered Student Organizations,21
74279211,2/27/2025 11:02,Approved,,Registered Student Organizations,15
73169269,2/6/2025 21:36,Pending,,Registered Student Organizations,50
74447493,3/2/2025 19:46,Pending,,Registered Student Organizations,133
74363341,2/28/2025 13:56,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 190 members, but the “Roster” section of your application has 133 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,190
73057763,2/4/2025 19:01,Approved,,Registered Student Organizations,10
74363300,2/28/2025 14:00,Approved,,Registered Student Organizations,75
74114373,2/24/2025 10:25,Denied,"Your application has been denied because there is a trademark violation in your application. The University of Texas at Austin in your profile picture is a trademark violation. The name of the university is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,75
71827158,1/2/2025 13:33,Pending,,Registered Student Organizations,35
74503427,3/3/2025 16:22,Pending,,Registered Student Organizations,25
74354901,2/28/2025 10:42,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS, PROHIBITION OF HAZING, and a STATEMENT OF UNIVERSITY COMPLIANCE. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing the following required language: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" In addition, your application is missing the following statements regarding a prohibition of hazing and that your organization agrees to be compliant with university policies: ""This organization is a recognized student organization at The University of Texas at Austin and shall comply with all campus policies as set forth in the Institutional Rules on Student Services and Activities and Information on Students' Rights and Responsibilities."" Prohibition of Hazing Policy (in Prohibition of Hazing section): ""State law and Sec. 6-404 of the Institutional Rules on Student Services and Activities and Information on Students' Rights and Responsibilities define hazing as any intentional, knowing or reckless act, occurring on or off the campus of an educational institution, by one person alone or acting with others, directed against a student, that endangers the mental or physical health or safety of a student for the purpose of pledging, being initiated into, affiliating with, holding office in or maintaining membership in any organization whose members are or include students at an educational institution."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,25
73824859,2/18/2025 15:02,Approved,,Registered Student Organizations,75
73208398,2/7/2025 12:05,Approved,,Registered Student Organizations,20
73036451,2/4/2025 12:01,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,20
74340260,2/28/2025 1:47,Approved,,Registered Student Organizations,100
